Order_ID,Customer_ID,Restaurant_Name,City,Cuisine_Type,Dish_Name,Order_Date,Order_Time,Order_Status,Delivery_Duration_Minutes,Payment_Method,Order_Value,Discount_Applied,Customer_Rating,Delivery_Partner_ID,Delivery_Partner_Rating,Cancellation_Reason,Is_First_Order,Restaurant_Rating,Tip_Amount
ORD03794,CUST6311,"Salinas, Miller and Perez",Pune,North Indian,Evening,24-04-2024,04:10:20,Delivered,48,Card,333.17,Yes,1.5,DP478,3.1,,No,4.1,76.82
ORD03795,CUST1029,"Mcclain, Weiss and Wilson",Kolkata,Italian,Car,13-07-2024,01:32:17,Delivered,74,UPI,384.26,No,3.3,DP307,,,No,4.6,40.34
ORD03796,CUST4452,Knight-Carter,Hyderabad,Italian,Shake,25-10-2024,23:20:22,Delivered,58,Cash,156.54,No,,DP575,5,,Yes,5,90.93
ORD03797,CUST7383,Olson-Davis,Pune,Italian,Kind,01-12-2024,03:54:45,Delivered,51,Card,198.2,No,,DP513,2.8,,No,3.1,45.67
ORD03798,CUST9229,Johnson-Schultz,Hyderabad,Biryani,Phone,20-05-2024,03:37:21,Delivered,24,Wallet,686.49,No,2.7,DP673,,,Yes,3.8,65.28
ORD03799,CUST2360,"Moore, Ramirez and Moore",Delhi,North Indian,Type,18-08-2024,19:13:54,Delivered,62,Wallet,279.69,Yes,,DP911,2.9,,No,4.7,81.5
ORD03800,CUST8029,Nielsen-Woods,Pune,Biryani,Social,02-03-2025,05:42:20,Delivered,66,Wallet,870.82,Yes,,DP300,,,Yes,3.6,32.06
ORD03801,CUST1915,"Gutierrez, Berger and Carlson",Mumbai,Mexican,Know,11-08-2024,08:42:18,Delivered,77,Wallet,237.7,No,1.6,DP110,3,,Yes,4.9,80.92
ORD03802,CUST2317,Thompson LLC,Hyderabad,North Indian,Group,01-12-2024,16:20:20,Delivered,77,UPI,485.04,No,,DP120,,,Yes,3.9,2.35
ORD03803,CUST2604,Murphy Inc,Pune,Chinese,Wear,17-04-2024,00:33:41,Delivered,69,UPI,696.66,No,2.1,DP983,,,Yes,4.7,53.54
ORD03804,CUST1690,Cook-Butler,Pune,Biryani,Finally,20-03-2025,04:53:35,Delivered,61,UPI,795.53,Yes,,DP774,1.6,,Yes,4.4,39.72
ORD03805,CUST4700,West Inc,Delhi,Italian,High,26-08-2024,10:58:07,Delivered,86,Wallet,738.54,No,,DP735,,,Yes,3.7,79.36
ORD03806,CUST4610,Acosta-Harmon,Delhi,Biryani,Tax,08-02-2025,03:25:31,Delivered,44,Wallet,765.16,No,2.4,DP866,,,No,3.7,86.48
ORD03807,CUST5605,"Perkins, Moore and Baker",Chennai,Thai,Different,24-11-2024,14:25:53,Delivered,87,UPI,363.17,Yes,,DP418,,,Yes,4.1,56.09
ORD03808,CUST8240,Kennedy-Hoover,Mumbai,North Indian,Future,08-09-2024,17:10:11,Delivered,52,UPI,544.22,No,1.8,DP165,4.8,,No,4.1,6.33
ORD03809,CUST4588,Reese-Pope,Mumbai,Continental,Sister,01-02-2025,22:04:48,Delivered,72,UPI,595.75,No,,DP695,1.2,,Yes,3.5,50.13
ORD03810,CUST3994,"Hughes, Paul and Hall",Bangalore,South Indian,Would,07-11-2024,07:56:46,Delivered,76,Wallet,807.41,No,,DP712,,,Yes,3.4,33.63
ORD03811,CUST2581,Meyers-Douglas,Mumbai,Biryani,Listen,05-11-2024,18:05:12,Delivered,78,Card,242.74,Yes,2.3,DP350,,,Yes,3.8,81.08
ORD03812,CUST3254,Morris-Bennett,Mumbai,Mexican,Bed,01-09-2024,12:43:11,Cancelled,,Wallet,931.78,No,,DP285,,Delivery Partner No Show,No,3,0
ORD03813,CUST8164,"Decker, Haney and Galloway",Hyderabad,Chinese,Fish,28-06-2024,12:21:47,Cancelled,,Cash,684.7,No,,DP559,,Other,No,3.6,0
ORD03814,CUST9083,Saunders LLC,Mumbai,South Indian,During,17-08-2024,07:01:08,Incomplete,,UPI,556.2,No,,DP876,,Customer Cancelled,No,4,0
ORD03815,CUST1449,Edwards-Watson,Chennai,Thai,Management,31-10-2024,09:49:27,Incomplete,,UPI,531.25,Yes,,DP679,,Restaurant Unavailable,No,3.6,0
ORD03816,CUST5129,Jones-Mitchell,Chennai,South Indian,Tv,20-01-2025,20:50:14,Delivered,36,UPI,302.94,Yes,3.4,DP715,,,Yes,4.1,9.88
ORD03817,CUST3909,Lawson-Garrett,Hyderabad,Chinese,Own,10-07-2024,20:57:04,Delivered,86,Cash,458.05,No,,DP241,2.2,,No,3.6,67.32
ORD03818,CUST6316,Johnson LLC,Chennai,Italian,Process,23-01-2025,03:48:40,Incomplete,,Cash,340.18,No,,DP968,,Customer Cancelled,No,4.6,0
ORD03819,CUST6792,Fox Ltd,Hyderabad,Thai,Officer,16-07-2024,08:39:10,Delivered,59,Cash,105.19,No,,DP460,,,No,3.4,55.31
ORD03820,CUST5359,Davis Inc,Mumbai,Italian,All,16-07-2024,09:12:57,Cancelled,,Card,183.91,No,,DP120,,Delivery Partner No Show,No,4.2,0
ORD03821,CUST7229,"Davis, Wright and Howard",Pune,Italian,Yard,12-10-2024,14:54:56,Delivered,23,UPI,439.88,Yes,2.8,DP646,,,Yes,3.1,80.22
ORD03822,CUST5987,"Thomas, Schmidt and Davila",Delhi,South Indian,Thank,19-04-2024,05:00:19,Delivered,21,Card,992.83,Yes,2.3,DP919,4.9,,No,4.6,45.16
ORD03823,CUST3231,Daugherty-Robinson,Hyderabad,Thai,Smile,01-10-2024,06:37:58,Cancelled,,UPI,266.9,No,,DP279,,Customer Cancelled,No,4.6,0
ORD03824,CUST5186,Sandoval-Patel,Chennai,South Indian,Production,15-06-2024,08:48:20,Delivered,33,Card,693.72,No,2.4,DP493,,,No,3,25.86
ORD03825,CUST6342,"Melton, Turner and Osborne",Mumbai,Biryani,Gas,10-02-2025,00:39:03,Delivered,51,Card,257.49,Yes,,DP171,4.5,,No,3.6,96.86
ORD03826,CUST1112,Thompson Inc,Pune,Continental,Poor,12-06-2024,10:48:24,Delivered,43,Cash,940.38,Yes,,DP399,4.9,,Yes,4.6,69.79
ORD03827,CUST1129,"Bird, Garcia and Lee",Hyderabad,Italian,Range,05-09-2024,00:01:36,Delivered,41,Cash,286.6,Yes,,DP579,,,No,4.1,80.09
ORD03828,CUST8553,Cooper-Perkins,Chennai,Italian,Fish,15-09-2024,09:00:53,Delivered,73,Card,154.71,No,4.9,DP343,,,Yes,3.3,35.9
ORD03829,CUST5302,Paul-Hammond,Mumbai,Continental,Father,04-03-2025,09:02:31,Delivered,26,Card,302.01,Yes,,DP489,2.2,,No,3.8,24.73
ORD03830,CUST9640,Lee Inc,Chennai,South Indian,Individual,21-02-2025,13:30:32,Delivered,27,Cash,464.9,Yes,3.2,DP256,3.8,,No,3.4,93.52
ORD03831,CUST6473,"Silva, Whitaker and Rodriguez",Hyderabad,Biryani,Onto,08-01-2025,14:46:53,Incomplete,,UPI,885.6,Yes,,DP651,,Customer Cancelled,Yes,3.9,0
ORD03832,CUST5235,"Wilson, Williamson and Craig",Bangalore,Mexican,Official,17-06-2024,18:11:52,Delivered,68,Cash,336.59,Yes,,DP705,3.4,,Yes,3.4,50.27
ORD03833,CUST3215,"Martin, Sparks and Taylor",Pune,Biryani,TRUE,14-09-2024,04:11:20,Delivered,54,Cash,981.98,No,,DP562,,,No,3.6,7.94
ORD03834,CUST7915,Higgins-Berry,Delhi,Biryani,Pick,29-03-2025,23:12:45,Delivered,49,Card,156.74,Yes,3.5,DP915,,,No,3.7,36.48
ORD03835,CUST9296,Banks-Castillo,Hyderabad,South Indian,Blood,28-09-2024,21:43:43,Delivered,52,Card,193.27,Yes,,DP387,2.2,,Yes,4.4,82.27
ORD03836,CUST2333,Noble LLC,Delhi,Continental,Give,19-07-2024,18:29:49,Delivered,60,Card,825.56,No,1.9,DP307,,,No,4.6,72.38
ORD03837,CUST7851,"Cannon, Hines and Gutierrez",Kolkata,Chinese,Spring,18-04-2024,03:19:35,Delivered,26,Card,191.92,No,3.2,DP423,,,No,4.1,46.3
ORD03838,CUST3505,"Foley, Salinas and Chavez",Chennai,Continental,Most,07-04-2025,19:51:05,Delivered,62,Card,332.43,Yes,1.5,DP165,1.8,,Yes,4.8,63.06
ORD03839,CUST3740,Townsend Group,Mumbai,North Indian,Many,05-12-2024,17:47:11,Delivered,37,Card,155.63,No,,DP115,4.1,,Yes,4.3,14.94
ORD03840,CUST9587,Patel-Kemp,Chennai,Thai,Yard,18-04-2024,09:33:55,Cancelled,,UPI,503.67,Yes,,DP540,,Restaurant Unavailable,No,3.1,0
ORD03841,CUST6030,Carrillo-Mendez,Hyderabad,Mexican,Role,20-10-2024,18:33:35,Delivered,87,Card,760.87,Yes,,DP276,,,No,3.8,47.73
ORD03842,CUST4086,Wilson-Wilkerson,Delhi,North Indian,Check,07-03-2025,11:08:05,Cancelled,,Cash,968.53,No,,DP670,,,Yes,4,0
ORD03843,CUST6776,Clark-Kelly,Mumbai,Biryani,Social,10-04-2025,11:46:33,Delivered,29,UPI,649.15,Yes,,DP226,3.8,,No,4.4,21.55
ORD03844,CUST2661,Taylor-Horn,Delhi,Mexican,Side,08-09-2024,03:10:10,Cancelled,,Card,685.24,No,,DP898,,Delivery Partner No Show,Yes,3.1,0
ORD03845,CUST5783,Long Inc,Chennai,Thai,Share,01-03-2025,18:36:05,Delivered,64,UPI,445.28,Yes,,DP181,,,No,3.7,61.68
ORD03846,CUST4669,Reynolds-Reynolds,Pune,Chinese,Firm,12-08-2024,10:49:18,Delivered,45,Wallet,300.54,No,,DP399,1.5,,Yes,4.2,9.58
ORD03847,CUST2940,"Collins, Lee and Taylor",Pune,Thai,Factor,16-04-2025,12:01:10,Delivered,35,Cash,984.36,Yes,1.9,DP425,1.5,,No,4.5,41.78
ORD03848,CUST7305,Avila Ltd,Chennai,Mexican,Its,11-08-2024,04:37:08,Delivered,50,Card,558.49,Yes,,DP648,,,No,3.3,12.52
ORD03849,CUST8815,Bishop Group,Bangalore,North Indian,Personal,18-11-2024,12:08:04,Cancelled,,Cash,237.22,Yes,,DP262,,Delivery Partner No Show,Yes,3.4,0
ORD03850,CUST7474,Torres-Anderson,Hyderabad,Chinese,Also,31-10-2024,06:36:26,Delivered,22,UPI,935.79,Yes,,DP710,4.5,,No,3.1,20.35
ORD03851,CUST2428,Rocha Ltd,Chennai,Continental,Himself,17-11-2024,10:54:00,Delivered,33,Wallet,111.1,No,,DP560,2.6,,Yes,3.9,86.85
ORD03852,CUST2507,Carroll-Obrien,Pune,Biryani,Town,14-03-2025,21:24:47,Cancelled,,UPI,973.18,Yes,,DP194,,,Yes,3.8,0
ORD03853,CUST9024,Parker-Larson,Chennai,North Indian,Agency,11-08-2024,18:53:57,Delivered,30,Card,144.34,Yes,2.5,DP545,3.6,,Yes,4.5,65.22
ORD03854,CUST7907,"Duncan, Martinez and Diaz",Kolkata,Continental,Free,10-03-2025,06:07:58,Cancelled,,Card,585.06,Yes,,DP774,,Customer Cancelled,No,3.4,0
ORD03855,CUST5521,Davis Inc,Chennai,Thai,Tough,14-11-2024,23:23:52,Delivered,89,Card,706.44,No,,DP441,,,No,4.3,46.85
ORD03856,CUST1186,"Davis, Hall and Horton",Hyderabad,Biryani,Few,11-08-2024,10:14:32,Delivered,77,Card,784.27,Yes,4.6,DP244,,,Yes,4.4,78.15
ORD03857,CUST1296,Black-Martinez,Bangalore,Thai,Building,11-12-2024,13:26:52,Cancelled,,Card,427.74,Yes,,DP772,,Customer Cancelled,Yes,4,0
ORD03858,CUST5433,Young and Sons,Delhi,Chinese,Daughter,12-08-2024,05:06:02,Cancelled,,Cash,239.27,No,,DP349,,Delivery Partner No Show,Yes,4.7,0
ORD03859,CUST1393,"Turner, Cooper and May",Chennai,Chinese,Significant,02-04-2025,14:36:11,Delivered,78,UPI,638.32,No,,DP128,,,Yes,4.6,50.44
ORD03860,CUST7528,"Gomez, Brown and Armstrong",Bangalore,South Indian,Truth,09-08-2024,17:06:34,Delivered,85,UPI,750.93,No,3.3,DP580,4.1,,Yes,4,38.78
ORD03861,CUST9489,"Carr, Atkins and Weiss",Kolkata,Biryani,Live,29-04-2024,09:15:35,Delivered,21,UPI,577.09,Yes,2.1,DP152,4.2,,No,3.8,82.08
ORD03862,CUST1958,"Lawrence, Owens and Armstrong",Kolkata,Biryani,Story,27-10-2024,23:10:50,Delivered,28,Card,372.1,No,,DP729,2.7,,No,4.1,89.34
ORD03863,CUST6308,Moody-Lopez,Pune,Italian,During,16-11-2024,10:35:48,Delivered,71,Cash,114.55,Yes,,DP298,,,No,3.5,20.64
ORD03864,CUST1633,Smith Group,Chennai,South Indian,Fall,10-07-2024,22:57:11,Delivered,69,Card,479.85,No,4.8,DP474,,,Yes,4.7,80.75
ORD03865,CUST9133,"Jimenez, Cochran and Reid",Chennai,North Indian,Whom,09-08-2024,00:24:11,Delivered,80,Card,127.07,No,,DP223,,,Yes,3.2,11.56
ORD03866,CUST5135,Clark-Petersen,Chennai,Mexican,Contain,29-08-2024,11:35:00,Delivered,27,Cash,772.58,Yes,,DP229,,,No,4.5,43.38
ORD03867,CUST4351,"Davis, Young and Montgomery",Delhi,Mexican,People,13-05-2024,09:27:46,Delivered,24,Cash,734.06,Yes,2.3,DP343,3.8,,Yes,3.4,53.77
ORD03868,CUST8237,Hunt-Lawrence,Chennai,North Indian,Young,18-07-2024,07:15:03,Cancelled,,Wallet,438.61,Yes,,DP810,,Delivery Partner No Show,Yes,3.7,0
ORD03869,CUST5984,"Wright, Heath and Nichols",Mumbai,Mexican,Treatment,30-11-2024,11:11:42,Delivered,52,Card,227.67,No,3.2,DP658,3.7,,No,3.2,91.77
ORD03870,CUST1475,Diaz and Sons,Bangalore,Mexican,Be,09-09-2024,06:39:08,Delivered,31,Cash,893.06,Yes,,DP115,,,Yes,4.3,36.58
ORD03871,CUST2523,Gross-Williams,Mumbai,North Indian,Risk,28-05-2024,04:48:11,Delivered,24,Card,596.79,Yes,,DP448,2.9,,No,3.2,72.26
ORD03872,CUST5974,Johns and Sons,Pune,Biryani,This,02-11-2024,20:56:33,Incomplete,,Wallet,581.95,No,,DP543,,,Yes,4.7,0
ORD03873,CUST6846,Jones-Newton,Hyderabad,Chinese,Final,29-12-2024,00:53:34,Delivered,68,UPI,666.2,Yes,2.3,DP274,,,No,4.6,79.35
ORD03874,CUST2311,"Ruiz, Moore and Glover",Bangalore,Continental,Nation,24-01-2025,10:20:06,Delivered,25,UPI,534.51,No,,DP788,2.5,,Yes,3.5,63.75
ORD03875,CUST4076,French-Perkins,Kolkata,Continental,However,23-02-2025,12:46:08,Delivered,48,UPI,670.69,Yes,,DP426,3.8,,Yes,3.3,9.35
ORD03876,CUST8555,Patterson Ltd,Mumbai,Chinese,Wear,26-03-2025,10:26:18,Delivered,76,Card,376.57,Yes,4.8,DP679,,,No,3.5,90.3
ORD03877,CUST1734,Webb Ltd,Bangalore,Mexican,Country,05-04-2025,17:38:44,Delivered,75,Wallet,734.41,No,,DP829,,,Yes,4.3,63.5
ORD03878,CUST7441,"Anderson, Blackwell and Davis",Hyderabad,South Indian,Vote,16-04-2024,18:20:14,Delivered,32,Wallet,762.5,No,,DP294,,,Yes,3.3,30.6
ORD03879,CUST2804,Duncan Inc,Kolkata,Continental,Job,26-06-2024,17:42:54,Delivered,73,Card,132.2,Yes,,DP179,2.1,,No,3.6,82.36
ORD03880,CUST5241,"Mendez, Jackson and Curtis",Bangalore,Italian,Own,13-11-2024,23:21:42,Delivered,59,Card,335.43,No,4,DP869,4.3,,No,3.2,15.31
ORD03881,CUST1129,Evans-Harris,Chennai,Mexican,Catch,17-11-2024,10:17:49,Delivered,77,Wallet,225.19,No,3.2,DP170,,,Yes,4.1,40.55
ORD03882,CUST1522,Miller-Morales,Bangalore,Thai,Majority,08-11-2024,13:30:14,Delivered,84,Cash,889.65,Yes,2.7,DP477,2.9,,Yes,4.5,49.6
ORD03883,CUST9006,Yates PLC,Chennai,North Indian,Bit,02-01-2025,21:03:28,Delivered,64,UPI,152.32,Yes,4.3,DP432,4.7,,Yes,3.9,92.16
ORD03884,CUST4704,Campbell-Burke,Bangalore,Thai,Boy,03-06-2024,10:24:48,Incomplete,,Cash,172.34,No,,DP348,,Restaurant Unavailable,Yes,3.4,0
ORD03885,CUST2278,Rodriguez-Oliver,Kolkata,Continental,Leader,07-03-2025,06:30:21,Delivered,71,UPI,605.79,Yes,1.5,DP764,4,,Yes,3.3,76.09
ORD03886,CUST7491,"Nguyen, Nelson and Vega",Bangalore,North Indian,Attack,31-05-2024,17:16:43,Delivered,58,Wallet,236.35,Yes,,DP428,,,Yes,3.3,48.2
ORD03887,CUST3204,Orr LLC,Chennai,Chinese,Store,27-11-2024,07:57:19,Cancelled,,Wallet,287.58,No,,DP483,,,Yes,4.5,0
ORD03888,CUST2561,Rice-Wilson,Delhi,North Indian,Body,14-09-2024,08:34:35,Cancelled,,Cash,218.66,Yes,,DP698,,Delivery Partner No Show,Yes,4.6,0
ORD03889,CUST9394,"Campbell, Wood and Horton",Kolkata,Italian,Purpose,04-06-2024,01:19:50,Cancelled,,Wallet,369.88,No,,DP666,,Restaurant Unavailable,No,4.4,0
ORD03890,CUST3991,Frazier-Berg,Chennai,Continental,Sure,15-06-2024,07:01:09,Delivered,65,Wallet,261.24,No,,DP607,3,,No,4.3,68.45
ORD03891,CUST3372,Stevenson Inc,Kolkata,Thai,Through,20-03-2025,17:48:38,Delivered,87,Card,291.81,No,,DP593,,,No,3.7,63.98
ORD03892,CUST7240,Jones-Brown,Chennai,Mexican,Would,24-05-2024,11:25:11,Delivered,22,UPI,914.02,No,2,DP909,3.1,,Yes,3.3,44.78
ORD03893,CUST8952,"Proctor, Mendez and Waller",Delhi,Mexican,Science,19-08-2024,08:21:42,Delivered,71,Card,458.24,Yes,,DP617,3.2,,No,4.7,0.83
ORD03894,CUST1045,Torres-Bender,Bangalore,Biryani,North,18-10-2024,22:18:31,Delivered,34,Cash,293.66,No,,DP339,4.9,,Yes,3.2,77.51
ORD03895,CUST6328,"Ortiz, Weber and Reeves",Kolkata,Biryani,Report,30-03-2025,23:24:29,Delivered,80,Cash,372.91,Yes,2.2,DP684,1.3,,Yes,3.2,49.94
ORD03896,CUST9419,"Sims, Hughes and Rice",Chennai,North Indian,Us,27-08-2024,15:25:36,Delivered,70,UPI,802.41,Yes,2.9,DP317,,,No,4,68.81
ORD03897,CUST2460,"Jackson, Carter and Molina",Mumbai,Chinese,Listen,12-04-2025,19:32:38,Delivered,76,Wallet,297.85,Yes,4.9,DP493,1.8,,No,4.9,64.58
ORD03898,CUST6977,"Martinez, Walker and Larson",Delhi,Continental,Level,22-07-2024,08:01:40,Delivered,37,UPI,204.78,Yes,,DP445,5,,No,3.5,69.86
ORD03899,CUST9083,Lewis PLC,Mumbai,Biryani,Feel,17-04-2024,14:43:29,Delivered,78,Cash,151.34,Yes,,DP589,,,No,4,4.86
ORD03900,CUST2015,Hopkins-Hatfield,Chennai,Italian,Energy,11-03-2025,20:45:57,Delivered,25,Cash,140.21,Yes,4.4,DP772,4,,No,3.3,83.41
ORD03901,CUST9931,Barnett and Sons,Bangalore,Italian,Son,31-01-2025,15:19:57,Cancelled,,Cash,981.88,Yes,,DP441,,Restaurant Unavailable,No,3.7,0
ORD03902,CUST9258,King Ltd,Pune,Thai,Thank,31-01-2025,07:40:47,Cancelled,,UPI,161.79,Yes,,DP524,,Customer Cancelled,No,4.8,0
ORD03903,CUST4282,"Wells, Crawford and Ramsey",Delhi,Mexican,Wish,12-12-2024,14:45:14,Delivered,85,Wallet,674.65,Yes,,DP391,3.9,,No,3.6,97.06
ORD03904,CUST3109,Pugh-Martinez,Hyderabad,Italian,Whole,21-12-2024,01:25:48,Delivered,25,Card,227.54,No,4.9,DP538,,,No,3.3,75.08
ORD03905,CUST5090,Taylor-Herrera,Chennai,Continental,Protect,20-12-2024,15:38:01,Delivered,49,Card,222.44,No,,DP379,1.8,,Yes,3.7,82.77
ORD03906,CUST2643,Dyer Group,Delhi,Italian,Remember,01-08-2024,01:46:36,Delivered,27,Card,243.99,No,,DP943,,,No,4.9,80.09
ORD03907,CUST5358,Shelton Group,Kolkata,South Indian,End,13-08-2024,19:23:23,Delivered,29,Card,296.41,No,3.4,DP967,,,No,3,58.53
ORD03908,CUST7767,Wilcox Inc,Pune,Chinese,Human,14-04-2025,12:34:08,Delivered,52,Cash,294.69,Yes,2.3,DP308,1.6,,No,4.8,76.4
ORD03909,CUST6328,"Cunningham, Cruz and Beck",Delhi,Continental,Within,05-08-2024,16:06:40,Cancelled,,Card,283.21,Yes,,DP868,,Other,No,3.4,0
ORD03910,CUST9351,"Brady, Lee and Ortiz",Kolkata,Chinese,Across,26-08-2024,22:08:52,Cancelled,,Card,744.5,Yes,,DP413,,Customer Cancelled,Yes,4.2,0
ORD03911,CUST8398,Garcia Ltd,Pune,Biryani,Morning,07-07-2024,17:51:24,Cancelled,,UPI,748.53,Yes,,DP605,,Restaurant Unavailable,Yes,3.3,0
ORD03912,CUST4937,Cherry-Burgess,Kolkata,Continental,Show,25-06-2024,09:09:59,Cancelled,,Wallet,438.33,Yes,,DP568,,,No,4.9,0
ORD03913,CUST2390,Peterson-Lopez,Bangalore,Italian,Sound,13-02-2025,03:33:24,Delivered,61,UPI,748.28,No,,DP328,,,No,4.7,4.03
ORD03914,CUST6510,"Nichols, Patel and Zavala",Pune,Biryani,Up,08-01-2025,17:21:14,Delivered,74,Card,518.53,Yes,,DP270,,,Yes,4.7,97.05
ORD03915,CUST6660,Ryan PLC,Kolkata,Mexican,Market,02-04-2025,14:33:29,Delivered,52,Card,675.39,Yes,2.5,DP496,,,No,3.7,2.69
ORD03916,CUST4665,Gomez-Myers,Delhi,Chinese,Hit,01-08-2024,03:01:54,Delivered,22,Wallet,364.07,No,,DP823,,,Yes,4,72.3
ORD03917,CUST8943,"Johnson, Jones and Carter",Hyderabad,Continental,Discover,18-06-2024,05:29:57,Delivered,85,UPI,817.07,Yes,,DP717,,,No,4.7,25.56
ORD03918,CUST7906,"Parsons, Carter and Robinson",Kolkata,Thai,School,31-12-2024,21:29:29,Delivered,34,Card,613.76,Yes,4.3,DP427,,,Yes,3.9,79.78
ORD03919,CUST7451,Conner Group,Kolkata,Thai,Bank,03-01-2025,15:00:38,Delivered,31,Wallet,461.93,Yes,,DP581,,,No,3.1,34.55
ORD03920,CUST9828,"Jones, Todd and Ingram",Pune,Italian,Situation,17-02-2025,13:48:21,Delivered,41,UPI,873.65,Yes,,DP992,1.3,,Yes,4.8,20.16
ORD03921,CUST4947,Mccoy PLC,Hyderabad,South Indian,Act,11-08-2024,19:44:46,Delivered,40,Card,542.55,No,,DP703,,,Yes,3,38.18
ORD03922,CUST3952,Hull-Lee,Hyderabad,North Indian,After,09-11-2024,14:35:05,Delivered,53,Cash,590.51,Yes,,DP659,2.1,,No,3.8,55.98
ORD03923,CUST8464,Ellis-Campbell,Bangalore,Continental,Top,28-06-2024,16:27:46,Delivered,45,Card,449.76,Yes,4.5,DP261,,,No,4.5,18.42
ORD03924,CUST9223,"Tran, Howard and Smith",Hyderabad,Mexican,Democratic,06-09-2024,23:35:18,Delivered,57,Card,594.85,No,,DP770,,,No,3.5,80.78
ORD03925,CUST9225,"Hunt, Boyd and Ferguson",Kolkata,Biryani,Imagine,15-10-2024,22:07:43,Delivered,81,Wallet,129.63,Yes,,DP401,,,Yes,4.9,72.35
ORD03926,CUST7506,Bruce PLC,Chennai,Biryani,Usually,08-10-2024,02:43:32,Incomplete,,Cash,851.82,Yes,,DP263,,Customer Cancelled,Yes,4.5,0
ORD03927,CUST2874,"Osborn, Doyle and Ortiz",Chennai,Biryani,Political,03-01-2025,10:57:33,Delivered,77,UPI,677.15,Yes,4.2,DP969,,,Yes,5,41.36
ORD03928,CUST7924,"Jennings, Anthony and Middleton",Delhi,Thai,Guy,22-12-2024,17:08:27,Delivered,49,UPI,736.43,No,1.1,DP604,2.7,,No,4.6,49.89
ORD03929,CUST5919,Fernandez LLC,Pune,Continental,Mr,05-06-2024,09:30:00,Cancelled,,Card,869.77,No,,DP347,,Restaurant Unavailable,No,4.5,0
ORD03930,CUST5718,Hall-Terry,Bangalore,Continental,Some,04-10-2024,09:56:30,Delivered,64,Wallet,714.09,Yes,,DP457,4.2,,No,3.1,37.68
ORD03931,CUST6960,Jones Group,Kolkata,Thai,Another,04-11-2024,21:24:11,Delivered,60,UPI,121.87,Yes,,DP762,1.8,,No,3.1,59.66
ORD03932,CUST3492,Murphy-Doyle,Chennai,Continental,Especially,01-11-2024,00:09:58,Delivered,28,Cash,514.52,Yes,4.9,DP498,4.8,,Yes,4.7,10.27
ORD03933,CUST6259,Bradley-Allen,Bangalore,Continental,Sing,24-12-2024,19:03:49,Incomplete,,Card,757.1,No,,DP965,,Delivery Partner No Show,Yes,3.9,0
ORD03934,CUST7933,"Shepard, Key and Cole",Chennai,Continental,West,23-06-2024,23:43:25,Delivered,81,Card,423.02,No,2,DP582,,,Yes,4.7,50.35
ORD03935,CUST5999,"Frey, Roberts and Curtis",Mumbai,South Indian,Wrong,12-02-2025,20:50:02,Cancelled,,Card,278.62,No,,DP232,,Restaurant Unavailable,No,3.6,0
ORD03936,CUST2496,Schmidt-Robinson,Mumbai,Mexican,Entire,03-08-2024,17:05:08,Cancelled,,Wallet,469.17,Yes,,DP122,,Delivery Partner No Show,Yes,3.6,0
ORD03937,CUST9009,"Robertson, Rodriguez and Knapp",Kolkata,North Indian,All,23-11-2024,23:20:48,Delivered,59,UPI,428.33,No,,DP512,4,,Yes,3.6,79.63
ORD03938,CUST8601,Gilbert LLC,Bangalore,South Indian,Nearly,25-06-2024,18:55:24,Delivered,84,UPI,706.9,Yes,2.5,DP789,4.8,,No,3.2,27.42
ORD03939,CUST7864,Smith Group,Chennai,Chinese,Above,20-05-2024,17:40:16,Delivered,46,Wallet,750.93,Yes,1.3,DP263,,,No,4.4,61.95
ORD03940,CUST3830,"Norris, Valentine and Parks",Hyderabad,Mexican,Trade,01-11-2024,12:25:49,Delivered,50,Card,543.14,Yes,,DP492,2,,No,3.9,41.09
ORD03941,CUST7569,Miller-Robles,Kolkata,Thai,Piece,31-08-2024,23:11:17,Cancelled,,Wallet,124.73,No,,DP173,,Restaurant Unavailable,Yes,3.6,0
ORD03942,CUST5454,Lyons-Reynolds,Chennai,Mexican,Board,12-10-2024,09:12:00,Delivered,44,Wallet,182.63,Yes,,DP161,,,No,4.6,35.66
ORD03943,CUST6198,Cuevas-Jordan,Chennai,Chinese,Position,14-09-2024,01:17:30,Delivered,32,Card,173.85,Yes,,DP287,4,,Yes,3.5,92.94
ORD03944,CUST8432,Smith Ltd,Pune,Thai,Agreement,19-12-2024,06:10:46,Cancelled,,UPI,469.49,No,,DP426,,Restaurant Unavailable,No,3.9,0
ORD03945,CUST9087,"Marquez, Cole and Warren",Mumbai,Chinese,Moment,17-01-2025,23:04:01,Delivered,26,UPI,516.84,Yes,2.4,DP100,,,Yes,3.9,83.64
ORD03946,CUST2727,"Miller, Santana and Hernandez",Bangalore,North Indian,Least,26-11-2024,03:36:38,Incomplete,,Cash,862.76,Yes,,DP171,,Restaurant Unavailable,Yes,3.2,0
ORD03947,CUST3934,Davis Inc,Kolkata,Thai,Billion,20-06-2024,02:24:56,Delivered,33,Cash,906.24,Yes,2.1,DP186,4.8,,Yes,3.5,20.63
ORD03948,CUST1775,Sullivan-Bowen,Chennai,Biryani,Probably,18-05-2024,15:57:00,Delivered,61,UPI,260.81,Yes,,DP859,,,No,4.1,82.54
ORD03949,CUST3048,"Avila, Richard and Davis",Delhi,Chinese,Administration,16-02-2025,09:38:35,Delivered,74,UPI,186.74,Yes,,DP359,4.1,,No,3.3,64.41
